Main_ID,RAdeg,DEdeg,PosErr,Pos_ref,Popular_ID,Status,Spectype,Spectype_ref,Spectype_flag,Class,Compact,Compact_ref,Compact_flag,Bursts,Bursts_ref,Mx,Mx_err,Mx_ref,Mx_flag,Mo,Mo_err,Mo_ref,Mo_flag,Period,Period_err,Period_ref,Period_flag,K2,K2_err,K2_ref,K2_flag,Spin_period_derivative,Spin_period_derivative_err,Spin_period_derivative_ref,Spin_period_derivative_flag,Eccentricity,Eccentricity_err,Eccentricity_ref,Eccentricity_flag,Spin_period,Spin_period_err,Spin_period_ref,Spin_period_flag,RV,RV_err,RV_ref,RV_flag,Gaia_Distance,Gaia_Distance_err_lo,Gaia_Distance_err_up,Gaia_flag,Other_Distance,Other_Distance_err,Other_Distance_ref,Other_Distance_flag,Merged_Dist,Globular_cluster,Comments,best_ID,HEAO_ID,HEAO_RA,HEAO_Dec,HEAO_err,HEAO_ref,UHURU4_ID,UHURU4_RA,UHURU4_Dec,UHURU4_err,UHURU4_ref,ARIEL3_ID,ARIEL3_RA,ARIEL3_Dec,ARIEL3_err,ARIEL3_ref,IGR_ID,IGR_RA,IGR_Dec,IGR_err,IGR_ref,2E_ID,2E_RA,2E_Dec,2E_err,2E_ref,ROSAT_ID,ROSAT_RA,ROSAT_Dec,ROSAT_err,ROSAT_ref,ROSATF_ID,ROSATF_RA,ROSATF_Dec,ROSATF_err,ROSATF_ref,FERMI_ID,FERMI_RA,FERMI_Dec,FERMI_err,FERMI_ref,SAX_ID,SAX_RA,SAX_Dec,SAX_err,SAX_ref,Swift_ID,Swift_RA,Swift_Dec,Swift_err,Swift_ref,XMM_ID,XMM_RA,XMM_Dec,XMM_err,XMM_ref,Chandra_ID,Chandra_RA,Chandra_Dec,Chandra_err,Chandra_ref,2MASS_ID,2MASS_RA,2MASS_Dec,2MASS_err,2MASS_ref,Gaia_ID,Gaia_RA,Gaia_Dec,Gaia_err,Gaia_ref
V* KV UMa,169.5448506692038,48.0367243709162,3.804795857932833E-8,,XTE J1118+480,confirmed,K5V-M1V,2006ApJ...644L..49G,0,,BH,2000PASJ...52L..15U,0,,,8.3,0.28,2012ApJ...744L..25G,0,0.22,0.07,2012ApJ...744L..25G,0,4.07841096,1.13E-5,2012ApJ...744L..25G,0,708.8,1.4,2008ApJ...679..732G,0,,,,,,,,,,,,,2.7,1.1,2008ApJ...679..732G,0,2568.0,-844.0,1452.0,0,,,,,2568.0,,,Gaia DR3 789430249033567744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XTE J1118+480,169.58,48.064,0.029999999205271403,,,,,,,,,,,,2CXO J111810.7+480212,169.54490529519057,48.036768508213505,1.9776648733349644E-4,,2MASS J11181079+4802126,169.544987,48.036835,6.11111107799742E-5,,789430249033567744,169.5448506692038,48.0367243709162,3.804795857932833E-8,
2MASS J11182121-5437286,169.58817343159475,-54.625889070422296,1.3529732823371889E-7,,IGR J11187-5438,confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4289.0,-1738.0,2662.0,1,,,,,,,,Gaia DR3 5346688277226559488,,,,,,,,,,,,,,,,IGR J11187-5438,169.588,-54.626,0.05766666730244954,,,,,,,,,,,,,,,,,,,,,,,,,,,2SXPS J111821.3-543733,169.58882,-54.62591,8.055555820465088E-4,,,,,,,,,,,,,,,,,5346688277226559488,169.58817343159475,-54.625889070422296,1.3529732823371889E-7,
V* GU Mus,171.6108,-68.6758,6.0E-8,,GU Mus,confirmed,K5V,2015ApJ...806...92W,0,,BH,2016ApJ...825...46W,0,,,11.0,2.1,2016ApJ...825...46W,0,0.89,0.18,2016ApJ...825...46W,0,10.38245976,2.16E-6,2015ApJ...806...92W,0,406.8,2.7,2015ApJ...806...92W,0,,,,,,,,,,,,,14.2,6.3,2015ApJ...806...92W,0,4781.0,-1855.0,2424.0,0,4.95,0.7,2016ApJ...825...46W,1,4781.0,,,GU Mus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4XMM J112626.5-684032,171.610813,-68.67578,2.6440666666666666E-4,,,,,,,,,,,,5234956524083372544,171.61078146384818,-68.67580556243043,6.004465536938774E-8,
XSS J12270-4859,186.99465510704707,-48.895196620911825,2.6997255368365184E-8,,XSS J12270-4859,confirmed,G5-F5V,2014MNRAS.444.3004D,0,,NS,2014ATel.5890....1R,0,,,,,,,0.26,,2015MNRAS.454.2190D,1,6.91246,5.0E-5,2014MNRAS.444.3004D,0,,,,,,,,,,,,,0.00169,,2014ATel.5890....1R,0,,,,,2437.0,-591.0,787.0,0,,,,,2437.0,,,Gaia DR3 6128369984328414336,,,,,,,,,,,,,,,,XSS J12270-4859,187.008,-48.893,0.038333332538604735,,,,,,,,,,,,,,,,,4FGL J1228.0-4853,187.0101,-48.8847,0.013815,,,,,,,2SXPS J122758.6-485344,186.99438,-48.89569,7.22222195731269E-4,,4XMM J122758.7-485342,186.994625,-48.89512,9.395277777777777E-5,,2CXO J122758.7-485343,186.99481644454374,-48.895370342979646,1.9741602497977108E-4,,2MASS J12275874-4853428,186.994782,-48.895245,2.5000000993410745E-5,,6128369984328414336,186.99465510704707,-48.895196620911825,2.6997255368365184E-8,
4U 1246-58,192.4139621459788,-59.0874237015692,1.1522379186418323E-7,,1A 1246-588,confirmed,,,,,NS,2006ATel..837....1K,0,yes,2006ATel..837....1K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5254.0,-1913.0,3829.0,1,,,,,,,Type I burst;2006ATel..837....1K;,Gaia DR3 6059778089610749440,,,,,,,,,,,,,,,,4U 1246-588,192.415,-59.087,0.013666666547457377,,,,,,,1WGA J1249.6-5905,192.4096,-59.0886,0.013888888888888888,,,,,,,,,,,,4U 1246-58,192.389,-59.072,0.026666667064030966,,2SXPS J124939.6-590513,192.41535,-59.08703,9.722222222222222E-4,,4XMM J124939.2-590517,192.413345,-59.088245,1.6684194444444446E-4,,,,,,,,,,,,6059778089610749440,192.4139621459788,-59.0874237015692,1.1522379186418323E-7,
V* GR Mus,194.4049,-69.2886,3.6944444444444447E-8,,XB 1254-690,confirmed,,,,,NS,1984IAUC.3932....2C,0,yes,1984IAUC.3932....2C,1.9,0.7,2007MNRAS.380.1182B,0,0.65,0.2,2007MNRAS.380.1182B,0,3.93336,2.16E-4,1987ApJ...313..792M,0,245.0,30.0,2007MNRAS.380.1182B,0,,,,,,,,,,,,,185.0,2.0,2007MNRAS.380.1182B,0,5017.0,-1607.0,2117.0,0,,,,,5017.0,,Type I burst;1984IAUC.3932....2C;,XB 1254-690,1H1254-690,194.4076,-69.2902,0.0,,,,,,,3A 1254-690,194.4076,-69.2902,0.0,,1H 1254-690,194.405,-69.289,0.016833333174387614,,,,,,,1WGA J1257.6-6917,194.4113,-69.2876,0.003611111111111111,,,,,,,,,,,,4U 1254-690,194.395,-69.308,0.026666667064030966,,2SXPS J125737.3-691719,194.40571,-69.28873,9.722222222222222E-4,,4XMM J125737.2-691719,194.405111,-69.288702,1.1980638888888889E-4,,,,,,,,,,,,5844938121765636864,194.40486325459628,-69.28861610822328,3.702906684743034E-8,
MAXI J1305-704,196.79999999999995,-70.81666666666666,3.8888888888888887E-4,,MAXI J1305-704,confirmed,KV-IV,2021MNRAS.506..581M,0,,BH,2013PASJ...65L..10M,0,,,8.9,1.6,2021MNRAS.506..581M,0,0.43,0.16,2021MNRAS.506..581M,0,9.46,0.096,2021MNRAS.506..581M,0,554.0,8.0,2021MNRAS.506..581M,0,,,,,,,,,,,,,-9.0,5.0,2021MNRAS.506..581M,0,,,,,7.5,1.8,2021MNRAS.506..581M,1,7500.0,,,MAXI J1305-704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
SAX J1324.5-6313,201.15974004945704,-63.22424467494313,4.919961922698551E-8,,SAX J1324.5-6313,confirmed,,,,,NS,2002A&A...392..885C,0,yes,2002A&A...392..885C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1095.0,-248.0,321.0,0,6.2,-99.0,2002A&A...392..931C,1,1095.0,,Type I burst;2002A&A...392..885C;,Gaia DR3 5865217372466241792,,,,,,,,,,,,,,,,SAX J1324.3-6313,201.161,-63.228,0.07083333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,2SXPS J132438.4-631319,201.16007,-63.22217,0.001388888888888889,,,,,,,2CXO J132438.3-631327,201.15973278986633,-63.22426669330145,2.8670298682358043E-4,,2MASS J13243836-6313271,201.159869,-63.224197,1.6666666294137637E-5,,5865217372466241792,201.15974004945704,-63.22424467494313,4.919961922698551E-8,
2E  3049,201.582541,-47.486124,1.0296472222222221E-4,,2E 3049,candidate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.468,0.047,2021MNRAS.505.5957B,0,5468.0,NGC 5139,GC;HST counterpart 44e;2013ApJ...763..126C;,4XMM J132619.8-472910,,,,,,,,,,,,,,,,,,,,,2E 3049,200.83666666666667,-47.23111111111111,0.013055555555555556,,1WGA J1326.3-4728,201.5825,-47.4818,0.003611111111111111,,,,,,,4FGL J1326.6-4729,201.6654,-47.493,0.017453,,,,,,,2SXPS J132619.7-472911,201.58244,-47.48645,4.4444445106718274E-4,,4XMM J132619.8-472910,201.582541,-47.486124,1.0296472222222221E-4,,2CXO J132619.7-472910,201.58243040858565,-47.486238995352394,1.9877933401925263E-4,,,,,,,0,,,,
4U 1323-62,201.654289,-62.135718,7.768472222222222E-5,,4U 1323-62,confirmed,,,,,NS,1985IAUC.4044....1V,0,yes,1985IAUC.4044....1V,,,,,0.28,0.03,2016A&A...589A..34G,2,2.9419156,6.0E-7,2016A&A...589A..34G,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Type I burst;1985IAUC.4044....1V;,4XMM J132637.0-620808,,,,,,,,,,,,,,,,4U 1323-62,201.65,-62.136,0.006833333273728689,,,,,,,,,,,,,,,,,,,,,,4U 1323-62,201.605,-62.127,0.02833333412806193,,2SXPS J132637.3-620807,201.65577,-62.13546,4.999999867545234E-4,,4XMM J132637.0-620808,201.654289,-62.135718,7.768472222222222E-5,,,,,,,,,,,,0,,,,
MAXI J1348-630,207.05366666666666,-63.27455555555555,2.777777777777778E-4,,MAXI J1348-630,confirmed,,,,,BH,2019ATel12447....1S,1,,,14.8,0.9,2023A&A...669A..57T,1,,,,,20.0,-99.0,2022MNRAS.517L..21C,2,,,,,,,,,,,,,9.8,,2019ATel12434....1K,2,,,,,,,,,3.4,0.4,2021A&A...647A...7L,1,3400.0,,,MAXI J1348-630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
CRTS J135716.8-093238,209.3201,-9.5441,3.4166666666666664E-7,,SWIFT J1357.2-0933,confirmed,M4.5V,2013MNRAS.434.2696S,2,,,,,,,12.4,3.6,2016ApJ...822...99C,1,0.4,,2015MNRAS.454.2199M,1,2.64,0.96,2015MNRAS.454.2199M,0,789.0,-1.0,2015MNRAS.450.4292T,1,,,,,,,,,,,,,-150.0,,2015MNRAS.450.4292T,1,,,,0,,,,,,,,SWIFT J1357.2-0933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2SXPS J135716.9-093239,209.32051,-9.54417,9.722222222222222E-4,,4XMM J135716.8-093237,209.320182,-9.543872,1.274286111111111E-4,,,,,,,,,,,,615597791550052736,209.32014907917116,-9.544110135419928,3.423128525416057E-7,
V* BW Cir,209.54045857342513,-64.73480320539304,1.149367458290524E-7,,BW Cir,confirmed,G0-5III,2004ApJ...613L.133C,0,,BH,2004ApJ...613L.133C,0,,,7.83,-1.0,2004ApJ...613L.133C,0,1.02,-1.0,2004ApJ...613L.133C,0,61.06752,0.0036,2004ApJ...613L.133C,0,279.3,4.9,2004ApJ...613L.133C,0,,,,,,,,,,,,,103.0,4.2,2004ApJ...613L.133C,0,4323.0,-1926.0,1547.0,0,,,,,4323.0,,,Gaia DR3 5852296053620905472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GS 1354-645,209.495,-64.733,0.03166666626930237,,2SXPS J135809.3-644403,209.53879,-64.73426,9.722222222222222E-4,,,,,,,2CXO J135809.6-644405,209.54041284483105,-64.73481274715138,1.9761531139623074E-4,,,,,,,5852296053620905472,209.54045857342513,-64.73480320539304,1.149367458290524E-7,
2FGL J1417.5-4404,214.37916666666663,-44.04805555555556,2.777777777777778E-4,,1FGL J1417.7-4407,confirmed,G-KIII,2015ApJ...804L..12S,0,,NS,2015ApJ...804L..12S,0,,,1.97,0.15,2015ApJ...804L..12S,0,0.35,0.04,2015ApJ...804L..12S,0,128.9724,0.0084,2015ApJ...804L..12S,0,115.7,1.1,2015ApJ...804L..12S,0,,,,,0.01,-99.0,2015ApJ...804L..12S,0,0.002664216,4.0E-10,2016ApJ...820....6C,0,-15.3,0.9,2015ApJ...804L..12S,0,,,,,4.4,,2015ApJ...804L..12S,1,4400.0,,,2FGL J1417.5-4404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4FGL J1417.6-4403,214.4146,-44.052,0.023251,,,,,,,2SXPS J141730.5-440255,214.37731,-44.04876,9.999999735090467E-4,,,,,,,,,,,,,,,,,0,,,,
MAXI J1421-613,215.40374999999995,-61.60722222222223,2.777777777777778E-4,,MAXI J1421-613,confirmed,,,,,NS,2014ATel.5765....1B,0,yes,2014ATel.5765....1B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,-99.0,2015PASJ...67...30S,1,7000.0,,Type I burst;2014ATel.5765....1B;LMXB candidate;2015PASJ...67...30S;,2SXPS J142136.9-613626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2SXPS J142136.9-613626,215.40414,-61.60736,6.111111243565878E-4,,,,,,,,,,,,,,,,,0,,,,
1RXS J142959.9-671447,217.49917230709386,-67.2458091186193,8.854207893212637E-9,,IGR J14298-6715,candidate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2247.0,-205.0,358.0,1,,,,,,,Likely LMXB;2008A&A...482..113M;,Gaia DR3 5849096474744390016,,,,,,,,,,,,,,,,IGR J14298-6715,217.498,-67.245,0.04599999984105428,,,,,,,,,,,,1RXS  J142959.9-671447,217.49959,-67.24653,0.005277777777777778,,,,,,,,,,,,2SXPS J142959.7-671443,217.4989,-67.2455,9.999999735090467E-4,,,,,,,,,,,,2MASS J14295981-6714448,217.499222,-67.245789,1.9444444527228672E-5,,5849096474744390016,217.49917230709386,-67.2458091186193,8.854207893212637E-9,
SAX J1452.8-5949,223.2,-59.81666666666667,2.777777777777778E-4,,SAX J1452.8-5949,confirmed,M-A,2009MNRAS.394.1597K,2,,NS,1999A&A...351L..33O,0,,,,,,,,,,,,,,,,,,,,,,,,,,,437.4,1.4,1999A&A...351L..33O,0,,,,,,,,,10.0,-99.0,2009MNRAS.394.1597K,1,10000.0,,,SAX J1452.8-5949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
V* V822 Cen,224.59139934008712,-31.669001763955595,3.16026041077243E-8,,Cen X-4,confirmed,K3-5V,2002MNRAS.334..233T,0,,NS,2018MNRAS.478.4317H,0,,,1.51,0.55,2018MNRAS.478.4317H,0,0.31,0.27,2002MNRAS.334..233T,0,15.0971904,5.04E-5,2002MNRAS.334..233T,0,150.0,1.1,2002MNRAS.334..233T,0,,,,,,,,,,,,,184.0,1.9,2002MNRAS.334..233T,0,1795.0,-304.0,400.0,0,,,,,1795.0,,,Gaia DR3 6205715168442046592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2SXPS J145821.9-314008,224.59157,-31.66893,6.944444444444445E-4,,4XMM J145821.9-314007,224.591513,-31.668792,5.9203611111111106E-5,,2CXO J145821.9-314007,224.59132226965176,-31.66883683310567,1.9900289702589694E-4,,2MASS J14582192-3140073,224.591347,-31.66872,1.9444444527228672E-5,,6205715168442046592,224.59139934008712,-31.669001763955595,3.16026041077243E-8,
V* KY TrA,232.0707,-61.8827,8.333333333333333E-5,,TrA X-1,confirmed,K0V,2015MNRAS.454.3351Z,2,,BH,1992ApJ...392L..19B,1,,,,,,,,,,,15.0,-99.0,2015MNRAS.454.3351Z,2,630.0,74.0,2015MNRAS.454.3351Z,2,,,,,,,,,,,,,,,,,,,,,,,,,,,SpType; period from scaling laws;2015MNRAS.454.3351Z;,TrA X-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
MAXI J1535-571,233.83249999999998,-57.230000000000004,2.777777777777778E-4,,MAXI J1535-571,confirmed,,,,,BH,2017ATel10708....1N,1,,,10.39,0.62,2019MNRAS.487.4221S,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4,1.8,2019MNRAS.487.4221S,1,5400.0,,,2SXPS J153519.8-571348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2SXPS J153519.8-571348,233.83254,-57.23004,5.277777711550395E-4,,,,,,,,,,,,,,,,,0,,,,
AX J1538.3-5541,234.575,-55.68333333333333,2.777777777777778E-4,,AX J1538.3-5541,candidate,,,,,,,,,,,,,,,,,,1.12,0.05,2007ATel.1209....1K,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tentative period;2007ATel.1209....1K;,AX J1538.3-5541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
SWIFT J1539.2-6227,234.7998,-62.4673,1.388888888888889E-4,,SWIFT J1539.2-6227,confirmed,,,,,BH,2011ApJ...735..104K,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SWIFT J1539.2-6227,,,,,,,,,,,,,,,,IGR J15390-6226,234.8,-62.467,0.019833334287007648,,,,,,,,,,,,,,,,,,,,,,,,,,,2SXPS J153911.7-622800,234.79876,-62.46668,9.722222222222222E-4,,,,,,,,,,,,,,,,,0,,,,
MAXI J1543-564,235.82228428233648,-56.41366341587525,8.910185760921903E-8,,MAXI J1543-564,confirmed,,,,,BH,2011ATel.3341....1M,1,,,13.0,1.0,2016ApJ...827...88C,1,0.66,,2020AdSpR..65..693M,1,13.0,2.5,2020AdSpR..65..693M,1,,,,,,,,,,,,,,,,,,,,,6854.0,-2783.0,3133.0,0,,,,,,,Tentative period;2020AdSpR..65..693M;,Gaia DR3 5884240474106548736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2SXPS J154317.3-562449,235.82247,-56.4137,9.722222222222222E-4,,,,,,,,,,,,,,,,,5884240474106548736,235.82228428233648,-56.41366341587525,8.910185760921903E-8,
1FGL J1544.5-1127,236.12499999999997,-11.45,2.777777777777778E-4,,3FGL J1544.6-1125,confirmed,K6-7V,2017ApJ...849...21B,1,,NS,2015ApJ...803L..27B,0,,,1.7,0.3,2017ApJ...849...21B,0,0.7,-99.0,2017ApJ...849...21B,1,5.7968664,8.64E-6,2017ApJ...849...21B,0,39.3,1.5,2017ApJ...849...21B,0,,,,,,,,,,,,,143.9,1.2,2017ApJ...849...21B,0,,,,,3.8,0.7,2017ApJ...849...21B,1,3800.0,,Transitional millisecond pulsar;2015ApJ...803L..27B;,1FGL J1544.5-1127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
V* IL Lup,236.7845,-47.6695,1.0916666666666667E-8,,4U 1543-47,confirmed,A0V,1998ApJ...499..375O,0,,BH,1998ApJ...499..375O,0,,,5.0,2.5,1998ApJ...499..375O,0,0.22,0.06,1998ApJ...499..375O,0,26.952,0.192,1998ApJ...499..375O,0,124.0,4.0,1998ApJ...499..375O,0,,,,,,,,,,,,,-87.0,3.0,1998ApJ...499..375O,0,5200.0,-1276.0,1822.0,0,,,,,5200.0,,,4U 1543-47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4XMM J154708.1-474009,236.784149,-47.669326,5.280597222222222E-4,,,,,,,2MASS J15470829-4740103,236.784555,-47.669529,2.5000000993410745E-5,,5986117923045619072,236.78443716387173,-47.66954730252564,1.0923053034477765E-8,
V* QU TrA,236.97750042363373,-62.56839613212222,1.1281079716152616E-7,,4U 1543-624,confirmed,WD,2003ApJ...599..498J,0,,NS,2003A&A...397..249S,1,,,,,,,0.03,,2004ApJ...616L.139W,1,0.3033333,0.00167,2004ApJ...616L.139W,0,,,,,,,,,,,,,,,,,,,,,4490.0,-2314.0,2334.0,0,7.0,,2004ApJ...616L.139W,1,4490.0,,,Gaia DR3 5826501373348972288,1H1543-624,236.9762,-62.564,0.0,,,,,,,3A 1543-624,236.9762,-62.564,0.0,,4U 1543-624,236.978,-62.568,0.015999999642372132,,,,,,,,,,,,,,,,,,,,,,4U 1543-624,236.967,-62.544,0.026666667064030966,,,,,,,4XMM J154754.6-623405,236.977887,-62.568187,1.8699805555555556E-4,,,,,,,,,,,,5826501373348972288,236.97750042363373,-62.56839613212222,1.1281079716152616E-7,
V* V381 Nor,237.7444,-56.4765,3.9166666666666664E-7,,XTE J1550-564,confirmed,K3III,2002ApJ...568..845O,0,,BH,2002ApJ...568..845O,0,,,9.4,1.4,2002ApJ...568..845O,0,1.4,,2002ApJ...568..845O,0,37.044,0.02,2002ApJ...568..845O,0,349.0,12.0,2002ApJ...568..845O,0,,,,,,,,,,,,,-68.0,19.0,2002ApJ...568..845O,0,4050.0,-2090.0,2726.0,0,,,,,4050.0,,,XTE J1550-564,,,,,,,,,,,,,,,,XTE J1550-564,237.745,-56.477,0.0031666666269302367,,,,,,,,,,,,,,,,,,,,,,XTE J1550-564,237.706,-56.484,0.026666667064030966,,,,,,,4XMM J155058.7-562835,237.744772,-56.476649,1.7928472222222223E-4,,2CXO J155058.6-562835,237.74446229924865,-56.47643307780407,1.9732000047634264E-4,,,,,,,5884099221246440064,237.74438024213566,-56.47647617518921,3.924310207366944E-7,
V* LU TrA,240.25883665962343,-60.738646237241554,5.219356881247627E-8,,4U 1556-60,candidate,,,,,,,,,,,,,,,,,,9.1368,0.0072,1991PASP..103..636S,1,,,,,,,,,,,,,,,,,,,,,779.0,-153.0,209.0,0,,,,,,,,Gaia DR3 5833042299288099072,1H1556-605,240.2688,-60.7404,0.0,,,,,,,3A 1556-605,240.2688,-60.7404,0.0,,1H 1556-605,240.26,-60.738,0.03516666491826375,,,,,,,,,,,,,,,,,,,,,,1H 1556-605,240.273,-60.73,0.026666667064030966,,,,,,,,,,,,,,,,,,,,,,5833042299288099072,240.25883665962343,-60.738646237241554,5.219356881247627E-8,
SAX J1603.9-7753,240.975,-77.88333333333334,2.777777777777778E-4,,,confirmed,,,,,NS,1998IAUC.6842....2M,0,yes,1998IAUC.6842....2M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Type I burst;1998IAUC.6842....2M;,SAX J1603.9-7753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
V* UW CrB,241.44116531191008,25.862539029319624,3.8188414441214675E-8,,UW CrB,confirmed,,,,,NS,2003MNRAS.346..684J,0,yes,2003MNRAS.346..684J,,,,,,,,,1.849612033,2.0E-7,2008ApJ...685..428M,0,,,,,,,,,,,,,,,,,,,,,4562.0,-2488.0,1175.0,0,,,,,4562.0,,Type I burst ?;2003MNRAS.346..684J;,Gaia DR3 1315375795016730880,,,,,,,,,,,,,,,,,,,,,,,,,,1WGA J1605.7+2551,241.4404,25.8612,0.003611111111111111,,1RXS  J160545.3+255131,241.43875,25.85875,0.004166666666666667,,,,,,,,,,,,2SXPS J160545.7+255143,241.44074,25.86205,9.722222222222222E-4,,4XMM J160545.8+255145,241.441127,25.862556,4.4486944444444445E-5,,2CXO J160545.8+255145,241.44120503324484,25.86258097080624,1.972239292204526E-4,,,,,,,1315375795016730880,241.44116531191008,25.862539029319624,3.8188414441214675E-8,
V* QX Nor,243.17499999999995,-52.416666666666664,2.777777777777778E-4,,4U 1608-52,confirmed,F-G V-III,2002ApJ...568..901W,1,,NS,2008ApJS..179..360G,0,yes,2008ApJS..179..360G,2.4,0.225,2020MNRAS.494.4382S,1,,,,,12.888,0.04,2002ApJ...568..901W,0,,,,,,,,,,,,,0.001634,,2001ApJ...553L.157M,1,,,,,,,,,,,,,,,Type I burst;2008ApJS..179..360G;,V* QX Nor,1H1608-522,243.1816,-52.4277,0.0,,,,,,,,,,,,4U 1608-522,243.179,-52.423,0.004500000178813935,,,,,,,,,,,,,,,,,,,,,,4U 1608-522,243.152,-52.415,0.026666667064030966,,2SXPS J161241.6-522502,243.17373,-52.41744,0.0013333333863152397,,4XMM J161242.3-522458,243.17631,-52.416337,5.295952777777778E-4,,,,,,,,,,,,0,,,,
1RXS J161933.6-280736,244.88892543555806,-28.12777386382204,8.99853805700938E-9,,IGR J16194-2810,confirmed,M2III,2007A&A...470..331M,0,,NS,2014PASJ...66....6K,0,,,,,,,,,,,,,,,,,,,,,,,,,,,14570.34,0.12,2023A&A...676L...2L,0,-35.0,,2010MNRAS.408.1866R,2,2101.0,-150.0,128.0,0,3.0,0.2,2010MNRAS.408.1866R,1,2101.0,,RV calculated indirectly by minimizing peculiar velocity;2010MNRAS.408.1866R;,Gaia DR3 6039227323926220544,,,,,,,,,,,,,,,,IGR J16194-2810,244.889,-28.128,0.0375,,,,,,,,,,,,,,,,,,,,,,,,,,,2SXPS J161933.3-280740,244.8888,-28.12784,9.722222222222222E-4,,,,,,,2CXO J161933.3-280740,244.88887109729205,-28.127835344429492,1.981733506762614E-4,,2MASS J16193334-2807397,244.88895,-28.127705,1.6666666294137637E-5,,6039227323926220544,244.88892543555806,-28.12777386382204,8.99853805700938E-9,
V* V818 Sco,244.9795,-15.6403,5.694444444444445E-9,,Sco X-1,confirmed,K4IV,2015MNRAS.449L...1M,1,,NS,2021MNRAS.508.1389C,0,,,1.5,0.1,2021MNRAS.508.1389C,0,0.5,0.2,2015MNRAS.449L...1M,0,18.8955,1.0E-5,2016MNRAS.459.3596H,0,74.9,0.5,2016MNRAS.459.3596H,0,,,,,,,,,,,,,-114.0,0.6,2002ApJ...568..273S,0,2118.0,-86.0,104.0,2,,,,,,,,Sco X-1,1H1617-155,244.9809,-15.6393,0.0,,,,,,,3A 1617-155,244.971,-15.6694,0.028470502818743023,,Sco X-1,244.979,-15.64,0.002666666607062022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2MASS J16195506-1538250,244.979444,-15.640282,1.6666666294137637E-5,,4328198145165324800,244.97942211747184,-15.640337491945308,5.7028461661603725E-9,
